

*******************************************************************************
Ephemeris / WWW_USER Thu Feb 17 09:01:41 2022 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: Voyager 1 (spacecraft) (-31)    {source: Voyager_1}
Center body name: Earth (399)                     {source: Voyager_1}
Center-site name: GEOCENTRIC
*******************************************************************************
Start time      : A.D. 1977-Sep-06 00:00:00.0000 UT      
Stop  time      : A.D. 2030-Dec-31 00:00:00.0000 UT      
Step-size       : 14400 minutes
*******************************************************************************
Target pole/equ : No model available
Target radii    : (unavailable)                                                
Center geodetic : 0.00000000,0.00000000,0.0000000 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.00000000,0.00000000,0.0000000 {E-lon(deg),Dxy(km),Dz(km)}
Center pole/equ : ITRF93                          {East-longitude positive}
Center radii    : 6378.1 x 6378.1 x 6356.8 km     {Equator, meridian, pole}    
Target primary  : Earth
Vis. interferer : MOON (R_eq= 1737.400) km        {source: Voyager_1}
Rel. light bend : Sun, EARTH                      {source: Voyager_1}
Rel. lght bnd GM: 1.3271E+11, 3.9860E+05 km^3/s^2                              
Atmos refraction: NO (AIRLESS)
RA format       : DEG
Time format     : CAL 
EOP file        : eop.220215.p220511                                           
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2022-FEB-15. PREDICTS-> 2022-MAY-10
Units conversion: 1 au= 149597870.700 km, c= 299792.458 km/s, 1 day= 86400.0 s 
Table cut-offs 1: Elevation (-90.0deg=NO ),Airmass (>38.000=NO), Daylight (NO )
Table cut-offs 2: Solar elongation (  0.0,180.0=NO ),Local Hour Angle( 0.0=NO )
Table cut-offs 3: RA/DEC angular rate (     0.0=NO )                           
Table format    : Comma Separated Values (spreadsheet)
*******************************************************************************
 Date__(UT)__HR:MN, , , R.A._(ICRF), DEC_(ICRF),
************************************************
$$SOE
 2000-Oct-25 00:00, , ,   253.94970,   11.80037,
 2000-Nov-04 00:00, , ,   254.06049,   11.74956,
 2000-Nov-14 00:00, , ,   254.18274,   11.70801,
 2000-Nov-24 00:00, , ,   254.31324,   11.67688,
 2000-Dec-04 00:00, , ,   254.44850,   11.65721,
 2000-Dec-14 00:00, , ,   254.58472,   11.64960,
 2000-Dec-24 00:00, , ,   254.71824,   11.65427,
 2001-Jan-03 00:00, , ,   254.84535,   11.67119,
 2001-Jan-13 00:00, , ,   254.96244,   11.69985,
 2001-Jan-23 00:00, , ,   255.06644,   11.73938,
 2001-Feb-02 00:00, , ,   255.15441,   11.78867,
 2001-Feb-12 00:00, , ,   255.22402,   11.84617,
 2001-Feb-22 00:00, , ,   255.27361,   11.91016,
 2001-Mar-04 00:00, , ,   255.30191,   11.97875,
 2001-Mar-14 00:00, , ,   255.30851,   12.04978,
 2001-Mar-24 00:00, , ,   255.29363,   12.12118,
 2001-Apr-03 00:00, , ,   255.25802,   12.19080,
 2001-Apr-13 00:00, , ,   255.20327,   12.25652,
 2001-Apr-23 00:00, , ,   255.13137,   12.31649,
 2001-May-03 00:00, , ,   255.04480,   12.36890,
 2001-May-13 00:00, , ,   254.94665,   12.41227,
 2001-May-23 00:00, , ,   254.84005,   12.44544,
 2001-Jun-02 00:00, , ,   254.72850,   12.46743,
 2001-Jun-12 00:00, , ,   254.61567,   12.47775,
 2001-Jun-22 00:00, , ,   254.50501,   12.47619,
 2001-Jul-02 00:00, , ,   254.40008,   12.46282,
 2001-Jul-12 00:00, , ,   254.30417,   12.43820,
 2001-Jul-22 00:00, , ,   254.22017,   12.40307,
 2001-Aug-01 00:00, , ,   254.15086,   12.35848,
 2001-Aug-11 00:00, , ,   254.09836,   12.30584,
 2001-Aug-21 00:00, , ,   254.06437,   12.24664,
 2001-Aug-31 00:00, , ,   254.05021,   12.18262,
 2001-Sep-10 00:00, , ,   254.05640,   12.11568,
 2001-Sep-20 00:00, , ,   254.08307,   12.04768,
 2001-Sep-30 00:00, , ,   254.12977,   11.98065,
 2001-Oct-10 00:00, , ,   254.19532,   11.91652,
 2001-Oct-20 00:00, , ,   254.27824,   11.85712,
 2001-Oct-30 00:00, , ,   254.37638,   11.80425,
 2001-Nov-09 00:00, , ,   254.48711,   11.75945,
 2001-Nov-19 00:00, , ,   254.60762,   11.72405,
 2001-Nov-29 00:00, , ,   254.73456,   11.69917,
 2001-Dec-09 00:00, , ,   254.86445,   11.68554,
 2001-Dec-19 00:00, , ,   254.99380,   11.68361,
 2001-Dec-29 00:00, , ,   255.11891,   11.69353,
 2002-Jan-08 00:00, , ,   255.23636,   11.71494,
 2002-Jan-18 00:00, , ,   255.34292,   11.74729,
 2002-Jan-28 00:00, , ,   255.43555,   11.78961,
 2002-Feb-07 00:00, , ,   255.51185,   11.84058,
 2002-Feb-17 00:00, , ,   255.56979,   11.89874,
 2002-Feb-27 00:00, , ,   255.60788,   11.96226,
 2002-Mar-09 00:00, , ,   255.62542,   12.02921,
 2002-Mar-19 00:00, , ,   255.62216,   12.09764,
 2002-Mar-29 00:00, , ,   255.59857,   12.16541,
 2002-Apr-08 00:00, , ,   255.55582,   12.23054,
 2002-Apr-18 00:00, , ,   255.49544,   12.29112,
 2002-Apr-28 00:00, , ,   255.41970,   12.34531,
 2002-May-08 00:00, , ,   255.33122,   12.39163,
 2002-May-18 00:00, , ,   255.23286,   12.42875,
 2002-May-28 00:00, , ,   255.12796,   12.45559,
 2002-Jun-07 00:00, , ,   255.01983,   12.47154,
 2002-Jun-17 00:00, , ,   254.91187,   12.47615,
 2002-Jun-27 00:00, , ,   254.80759,   12.46936,
 2002-Jul-07 00:00, , ,   254.71013,   12.45152,
 2002-Jul-17 00:00, , ,   254.62255,   12.42314,
 2002-Jul-27 00:00, , ,   254.54764,   12.38514,
 2002-Aug-06 00:00, , ,   254.48765,   12.33869,
 2002-Aug-16 00:00, , ,   254.44458,   12.28509,
 2002-Aug-26 00:00, , ,   254.41987,   12.22599,
 2002-Sep-05 00:00, , ,   254.41437,   12.16307,
 2002-Sep-15 00:00, , ,   254.42859,   12.09812,
 2002-Sep-25 00:00, , ,   254.46229,   12.03309,
 2002-Oct-05 00:00, , ,   254.51474,   11.96980,
 2002-Oct-15 00:00, , ,   254.58480,   11.91010,
 2002-Oct-25 00:00, , ,   254.67061,   11.85579,
 2002-Nov-04 00:00, , ,   254.76999,   11.80839,
 2002-Nov-14 00:00, , ,   254.88037,   11.76938,
 2002-Nov-24 00:00, , ,   254.99866,   11.73993,
 2002-Dec-04 00:00, , ,   255.12174,   11.72090,
 2002-Dec-14 00:00, , ,   255.24620,   11.71296,
 2002-Dec-24 00:00, , ,   255.36849,   11.71634,
 2003-Jan-03 00:00, , ,   255.48532,   11.73096,
 2003-Jan-13 00:00, , ,   255.59335,   11.75646,
 2003-Jan-23 00:00, , ,   255.68957,   11.79203,
 2003-Feb-02 00:00, , ,   255.77141,   11.83662,
 2003-Feb-12 00:00, , ,   255.83658,   11.88891,
 2003-Feb-22 00:00, , ,   255.88345,   11.94726,
 2003-Mar-04 00:00, , ,   255.91095,   12.00994,
 2003-Mar-14 00:00, , ,   255.91847,   12.07506,
 2003-Mar-24 00:00, , ,   255.90624,   12.14059,
 2003-Apr-03 00:00, , ,   255.87494,   12.20465,
 2003-Apr-13 00:00, , ,   255.82580,   12.26528,
 2003-Apr-23 00:00, , ,   255.76077,   12.32070,
 2003-May-03 00:00, , ,   255.68202,   12.36936,
 2003-May-13 00:00, , ,   255.59224,   12.40978,
 2003-May-23 00:00, , ,   255.49445,   12.44090,
 2003-Jun-02 00:00, , ,   255.39170,   12.46188,
 2003-Jun-12 00:00, , ,   255.28735,   12.47212,
 2003-Jun-22 00:00, , ,   255.18467,   12.47147,
 2003-Jul-02 00:00, , ,   255.08679,   12.46000,
 2003-Jul-12 00:00, , ,   254.99684,   12.43807,
 2003-Jul-22 00:00, , ,   254.91756,   12.40646,
 2003-Aug-01 00:00, , ,   254.85138,   12.36607,
 2003-Aug-11 00:00, , ,   254.80049,   12.31810,
 2003-Aug-21 00:00, , ,   254.76644,   12.26402,
 2003-Aug-31 00:00, , ,   254.75043,   12.20532,
 2003-Sep-10 00:00, , ,   254.75321,   12.14375,
 2003-Sep-20 00:00, , ,   254.77480,   12.08109,
 2003-Sep-30 00:00, , ,   254.81491,   12.01910,
 2003-Oct-10 00:00, , ,   254.87264,   11.95966,
 2003-Oct-20 00:00, , ,   254.94649,   11.90445,
 2003-Oct-30 00:00, , ,   255.03470,   11.85509,
 2003-Nov-09 00:00, , ,   255.13487,   11.81310,
 2003-Nov-19 00:00, , ,   255.24430,   11.77968,
 2003-Nov-29 00:00, , ,   255.36013,   11.75587,
 2003-Dec-09 00:00, , ,   255.47905,   11.74245,
 2003-Dec-19 00:00, , ,   255.59779,   11.73979,
 2003-Dec-29 00:00, , ,   255.71310,   11.74806,
 2004-Jan-08 00:00, , ,   255.82160,   11.76701,
 2004-Jan-18 00:00, , ,   255.92038,   11.79607,
 2004-Jan-28 00:00, , ,   256.00666,   11.83442,
 2004-Feb-07 00:00, , ,   256.07802,   11.88086,
 2004-Feb-17 00:00, , ,   256.13267,   11.93397,
 2004-Feb-27 00:00, , ,   256.16916,   11.99220,
 2004-Mar-08 00:00, , ,   256.18668,   12.05371,
 2004-Mar-18 00:00, , ,   256.18512,   12.11668,
 2004-Mar-28 00:00, , ,   256.16472,   12.17922,
 2004-Apr-07 00:00, , ,   256.12651,   12.23941,
 2004-Apr-17 00:00, , ,   256.07199,   12.29554,
 2004-Apr-27 00:00, , ,   256.00300,   12.34594,
 2004-May-07 00:00, , ,   255.92202,   12.38912,
 2004-May-17 00:00, , ,   255.83171,   12.42394,
 2004-May-27 00:00, , ,   255.73493,   12.44939,
 2004-Jun-06 00:00, , ,   255.63490,   12.46478,
 2004-Jun-16 00:00, , ,   255.53467,   12.46980,
 2004-Jun-26 00:00, , ,   255.43739,   12.46430,
 2004-Jul-06 00:00, , ,   255.34613,   12.44856,
 2004-Jul-16 00:00, , ,   255.26361,   12.42309,
 2004-Jul-26 00:00, , ,   255.19245,   12.38863,
 2004-Aug-05 00:00, , ,   255.13487,   12.34628,
 2004-Aug-15 00:00, , ,   255.09263,   12.29725,
 2004-Aug-25 00:00, , ,   255.06722,   12.24295,
 2004-Sep-04 00:00, , ,   255.05950,   12.18502,
 2004-Sep-14 00:00, , ,   255.06989,   12.12506,
 2004-Sep-24 00:00, , ,   255.09841,   12.06482,
 2004-Oct-04 00:00, , ,   255.14435,   12.00610,
 2004-Oct-14 00:00, , ,   255.20669,   11.95053,
 2004-Oct-24 00:00, , ,   255.28389,   11.89979,
 2004-Nov-03 00:00, , ,   255.37387,   11.85539,
 2004-Nov-13 00:00, , ,   255.47430,   11.81860,
 2004-Nov-23 00:00, , ,   255.58248,   11.79061,
 2004-Dec-03 00:00, , ,   255.69533,   11.77224,
 2004-Dec-13 00:00, , ,   255.80986,   11.76405,
 2004-Dec-23 00:00, , ,   255.92276,   11.76639,
 2005-Jan-02 00:00, , ,   256.03086,   11.77914,
 2005-Jan-12 00:00, , ,   256.13121,   11.80196,
 2005-Jan-22 00:00, , ,   256.22087,   11.83422,
 2005-Feb-01 00:00, , ,   256.29742,   11.87487,
 2005-Feb-11 00:00, , ,   256.35883,   11.92273,
 2005-Feb-21 00:00, , ,   256.40338,   11.97635,
 2005-Mar-03 00:00, , ,   256.43009,   12.03403,
 2005-Mar-13 00:00, , ,   256.43844,   12.09412,
 2005-Mar-23 00:00, , ,   256.42840,   12.15473,
 2005-Apr-02 00:00, , ,   256.40071,   12.21404,
 2005-Apr-12 00:00, , ,   256.35642,   12.27036,
 2005-Apr-22 00:00, , ,   256.29717,   12.32196,
 2005-May-02 00:00, , ,   256.22511,   12.36738,
 2005-May-12 00:00, , ,   256.14254,   12.40534,
 2005-May-22 00:00, , ,   256.05224,   12.43472,
 2005-Jun-01 00:00, , ,   255.95713,   12.45479,
 2005-Jun-11 00:00, , ,   255.86012,   12.46500,
 2005-Jun-21 00:00, , ,   255.76434,   12.46510,
 2005-Jul-01 00:00, , ,   255.67271,   12.45522,
 2005-Jul-11 00:00, , ,   255.58802,   12.43564,
 2005-Jul-21 00:00, , ,   255.51297,   12.40698,
 2005-Jul-31 00:00, , ,   255.44978,   12.37018,
 2005-Aug-10 00:00, , ,   255.40047,   12.32623,
 2005-Aug-20 00:00, , ,   255.36666,   12.27648,
 2005-Aug-30 00:00, , ,   255.34942,   12.22237,
 2005-Sep-09 00:00, , ,   255.34949,   12.16542,
 2005-Sep-19 00:00, , ,   255.36709,   12.10732,
 2005-Sep-29 00:00, , ,   255.40185,   12.04974,
 2005-Oct-09 00:00, , ,   255.45310,   11.99432,
 2005-Oct-19 00:00, , ,   255.51951,   11.94275,
 2005-Oct-29 00:00, , ,   255.59938,   11.89647,
 2005-Nov-08 00:00, , ,   255.69069,   11.85691,
 2005-Nov-18 00:00, , ,   255.79088,   11.82527,
 2005-Nov-28 00:00, , ,   255.89725,   11.80246,
 2005-Dec-08 00:00, , ,   256.00691,   11.78925,
 2005-Dec-18 00:00, , ,   256.11668,   11.78606,
 2005-Dec-28 00:00, , ,   256.22355,   11.79296,
 2006-Jan-07 00:00, , ,   256.32450,   11.80985,
 2006-Jan-17 00:00, , ,   256.41660,   11.83617,
 2006-Jan-27 00:00, , ,   256.49738,   11.87113,
 2006-Feb-06 00:00, , ,   256.56454,   11.91374,
 2006-Feb-16 00:00, , ,   256.61628,   11.96261,
 2006-Feb-26 00:00, , ,   256.65135,   12.01631,
 2006-Mar-08 00:00, , ,   256.66887,   12.07322,
 2006-Mar-18 00:00, , ,   256.66863,   12.13154,
 2006-Mar-28 00:00, , ,   256.65097,   12.18960,
 2006-Apr-07 00:00, , ,   256.61663,   12.24563,
 2006-Apr-17 00:00, , ,   256.56701,   12.29794,
 2006-Apr-27 00:00, , ,   256.50387,   12.34508,
 2006-May-07 00:00, , ,   256.42929,   12.38563,
 2006-May-17 00:00, , ,   256.34584,   12.41846,
 2006-May-27 00:00, , ,   256.25614,   12.44270,
 2006-Jun-06 00:00, , ,   256.16305,   12.45765,
 2006-Jun-16 00:00, , ,   256.06955,   12.46298,
 2006-Jun-26 00:00, , ,   255.97843,   12.45860,
 2006-Jul-06 00:00, , ,   255.89256,   12.44464,
 2006-Jul-16 00:00, , ,   255.81460,   12.42164,
 2006-Jul-26 00:00, , ,   255.74685,   12.39025,
 2006-Aug-05 00:00, , ,   255.69151,   12.35140,
 2006-Aug-15 00:00, , ,   255.65028,   12.30629,
 2006-Aug-25 00:00, , ,   255.62446,   12.25617,
 2006-Sep-04 00:00, , ,   255.61507,   12.20250,
 2006-Sep-14 00:00, , ,   255.62247,   12.14687,
 2006-Sep-24 00:00, , ,   255.64668,   12.09082,
 2006-Oct-04 00:00, , ,   255.68727,   12.03603,
 2006-Oct-14 00:00, , ,   255.74318,   11.98410,
 2006-Oct-24 00:00, , ,   255.81309,   11.93649,
 2006-Nov-03 00:00, , ,   255.89518,   11.89469,
 2006-Nov-13 00:00, , ,   255.98717,   11.85992,
 2006-Nov-23 00:00, , ,   256.08668,   11.83321,
 2006-Dec-03 00:00, , ,   256.19089,   11.81545,
 2006-Dec-13 00:00, , ,   256.29687,   11.80714,
 2006-Dec-23 00:00, , ,   256.40173,   11.80859,
 2007-Jan-02 00:00, , ,   256.50239,   11.81980,
 2007-Jan-12 00:00, , ,   256.59604,   11.84039,
 2007-Jan-22 00:00, , ,   256.68009,   11.86981,
 2007-Feb-01 00:00, , ,   256.75208,   11.90714,
 2007-Feb-11 00:00, , ,   256.81014,   11.95123,
 2007-Feb-21 00:00, , ,   256.85271,   12.00079,
 2007-Mar-03 00:00, , ,   256.87868,   12.05425,
 2007-Mar-13 00:00, , ,   256.88764,   12.11000,
 2007-Mar-23 00:00, , ,   256.87950,   12.16640,
 2007-Apr-02 00:00, , ,   256.85480,   12.22170,
 2007-Apr-12 00:00, , ,   256.81463,   12.27428,
 2007-Apr-22 00:00, , ,   256.76038,   12.32263,
 2007-May-02 00:00, , ,   256.69397,   12.36528,
 2007-May-12 00:00, , ,   256.61765,   12.40107,
 2007-May-22 00:00, , ,   256.53382,   12.42900,
 2007-Jun-01 00:00, , ,   256.44526,   12.44826,
 2007-Jun-11 00:00, , ,   256.35470,   12.45842,
 2007-Jun-21 00:00, , ,   256.26491,   12.45919,
 2007-Jul-01 00:00, , ,   256.17876,   12.45063,
 2007-Jul-11 00:00, , ,   256.09880,   12.43306,
 2007-Jul-21 00:00, , ,   256.02748,   12.40698,
 2007-Jul-31 00:00, , ,   255.96707,   12.37321,
 2007-Aug-10 00:00, , ,   255.91933,   12.33277,
 2007-Aug-20 00:00, , ,   255.88586,   12.28677,
 2007-Aug-30 00:00, , ,   255.86779,   12.23662,
 2007-Sep-09 00:00, , ,   255.86573,   12.18372,
 2007-Sep-19 00:00, , ,   255.88002,   12.12958,
 2007-Sep-29 00:00, , ,   255.91039,   12.07583,
 2007-Oct-09 00:00, , ,   255.95615,   12.02397,
 2007-Oct-19 00:00, , ,   256.01627,   11.97554,
 2007-Oct-29 00:00, , ,   256.08911,   11.93200,
 2007-Nov-08 00:00, , ,   256.17279,   11.89460,
 2007-Nov-18 00:00, , ,   256.26509,   11.86451,
 2007-Nov-28 00:00, , ,   256.36338,   11.84265,
 2007-Dec-08 00:00, , ,   256.46501,   11.82966,
 2007-Dec-18 00:00, , ,   256.56709,   11.82602,
 2007-Dec-28 00:00, , ,   256.66667,   11.83184,
 2008-Jan-07 00:00, , ,   256.76102,   11.84694,
 2008-Jan-17 00:00, , ,   256.84740,   11.87094,
 2008-Jan-27 00:00, , ,   256.92334,   11.90305,
 2008-Feb-06 00:00, , ,   256.98683,   11.94232,
 2008-Feb-16 00:00, , ,   257.03605,   11.98759,
 2008-Feb-26 00:00, , ,   257.06977,   12.03741,
 2008-Mar-07 00:00, , ,   257.08725,   12.09032,
 2008-Mar-17 00:00, , ,   257.08812,   12.14470,
 2008-Mar-27 00:00, , ,   257.07271,   12.19887,
 2008-Apr-06 00:00, , ,   257.04172,   12.25129,
 2008-Apr-16 00:00, , ,   256.99629,   12.30036,
 2008-Apr-26 00:00, , ,   256.93813,   12.34465,
 2008-May-06 00:00, , ,   256.86914,   12.38293,
 2008-May-16 00:00, , ,   256.79159,   12.41405,
 2008-May-26 00:00, , ,   256.70805,   12.43721,
 2008-Jun-05 00:00, , ,   256.62104,   12.45179,
 2008-Jun-15 00:00, , ,   256.53335,   12.45738,
 2008-Jun-25 00:00, , ,   256.44769,   12.45393,
 2008-Jul-05 00:00, , ,   256.36660,   12.44156,
 2008-Jul-15 00:00, , ,   256.29264,   12.42066,
 2008-Jul-25 00:00, , ,   256.22804,   12.39192,
 2008-Aug-04 00:00, , ,   256.17473,   12.35614,
 2008-Aug-14 00:00, , ,   256.13449,   12.31439,
 2008-Aug-24 00:00, , ,   256.10852,   12.26791,
 2008-Sep-03 00:00, , ,   256.09775,   12.21797,
 2008-Sep-13 00:00, , ,   256.10272,   12.16608,
 2008-Sep-23 00:00, , ,   256.12337,   12.11372,
 2008-Oct-03 00:00, , ,   256.15937,   12.06237,
 2008-Oct-13 00:00, , ,   256.20987,   12.01358,
 2008-Oct-23 00:00, , ,   256.27354,   11.96877,
 2008-Nov-02 00:00, , ,   256.34881,   11.92924,
 2008-Nov-12 00:00, , ,   256.43362,   11.89624,
 2008-Nov-22 00:00, , ,   256.52561,   11.87072,
 2008-Dec-02 00:00, , ,   256.62232,   11.85350,
 2008-Dec-12 00:00, , ,   256.72096,   11.84513,
 2008-Dec-22 00:00, , ,   256.81874,   11.84586,
 2009-Jan-01 00:00, , ,   256.91295,   11.85572,
 2009-Jan-11 00:00, , ,   257.00078,   11.87443,
 2009-Jan-21 00:00, , ,   257.07984,   11.90139,
 2009-Jan-31 00:00, , ,   257.14788,   11.93585,
 2009-Feb-10 00:00, , ,   257.20295,   11.97672,
 2009-Feb-20 00:00, , ,   257.24369,   12.02273,
 2009-Mar-02 00:00, , ,   257.26902,   12.07254,
 2009-Mar-12 00:00, , ,   257.27839,   12.12457,
 2009-Mar-22 00:00, , ,   257.27185,   12.17728,
 2009-Apr-01 00:00, , ,   257.24974,   12.22911,
 2009-Apr-11 00:00, , ,   257.21304,   12.27846,
 2009-Apr-21 00:00, , ,   257.16312,   12.32394,
 2009-May-01 00:00, , ,   257.10162,   12.36422,
 2009-May-11 00:00, , ,   257.03066,   12.39812,
 2009-May-21 00:00, , ,   256.95253,   12.42475,
 2009-May-31 00:00, , ,   256.86965,   12.44334,
 2009-Jun-10 00:00, , ,   256.78470,   12.45340,
 2009-Jun-20 00:00, , ,   256.70024,   12.45476,
 2009-Jun-30 00:00, , ,   256.61886,   12.44735,
 2009-Jul-10 00:00, , ,   256.54309,   12.43148,
 2009-Jul-20 00:00, , ,   256.47516,   12.40765,
 2009-Jul-30 00:00, , ,   256.41719,   12.37653,
 2009-Aug-09 00:00, , ,   256.37099,   12.33909,
 2009-Aug-19 00:00, , ,   256.33794,   12.29640,
 2009-Aug-29 00:00, , ,   256.31922,   12.24966,
 2009-Sep-08 00:00, , ,   256.31548,   12.20028,
 2009-Sep-18 00:00, , ,   256.32696,   12.14963,
 2009-Sep-28 00:00, , ,   256.35360,   12.09919,
 2009-Oct-08 00:00, , ,   256.39474,   12.05047,
 2009-Oct-18 00:00, , ,   256.44939,   12.00483,
 2009-Oct-28 00:00, , ,   256.51620,   11.96366,
 2009-Nov-07 00:00, , ,   256.59331,   11.92821,
 2009-Nov-17 00:00, , ,   256.67870,   11.89949,
 2009-Nov-27 00:00, , ,   256.77001,   11.87845,
 2009-Dec-07 00:00, , ,   256.86461,   11.86572,
 2009-Dec-17 00:00, , ,   256.95993,   11.86169,
 2009-Dec-27 00:00, , ,   257.05319,   11.86657,
 2010-Jan-06 00:00, , ,   257.14169,   11.88016,
 2010-Jan-16 00:00, , ,   257.22301,   11.90210,
 2010-Jan-26 00:00, , ,   257.29474,   11.93174,
 2010-Feb-05 00:00, , ,   257.35489,   11.96813,
 2010-Feb-15 00:00, , ,   257.40189,   12.01021,
 2010-Feb-25 00:00, , ,   257.43439,   12.05669,
 2010-Mar-07 00:00, , ,   257.45172,   12.10609,
 2010-Mar-17 00:00, , ,   257.45356,   12.15700,
 2010-Mar-27 00:00, , ,   257.44004,   12.20783,
 2010-Apr-06 00:00, , ,   257.41189,   12.25707,
 2010-Apr-16 00:00, , ,   257.37014,   12.30330,
 2010-Apr-26 00:00, , ,   257.31624,   12.34512,
 2010-May-06 00:00, , ,   257.25211,   12.38136,
 2010-May-16 00:00, , ,   257.17974,   12.41102,
 2010-May-26 00:00, , ,   257.10149,   12.43322,
 2010-Jun-05 00:00, , ,   257.01986,   12.44743,
 2010-Jun-15 00:00, , ,   256.93728,   12.45326,
 2010-Jun-25 00:00, , ,   256.85637,   12.45057,
 2010-Jul-05 00:00, , ,   256.77958,   12.43955,
 2010-Jul-15 00:00, , ,   256.70916,   12.42050,
 2010-Jul-25 00:00, , ,   256.64737,   12.39402,
 2010-Aug-04 00:00, , ,   256.59601,   12.36092,
 2010-Aug-14 00:00, , ,   256.55669,   12.32211,
 2010-Aug-24 00:00, , ,   256.53072,   12.27876,
 2010-Sep-03 00:00, , ,   256.51891,   12.23212,
 2010-Sep-13 00:00, , ,   256.52180,   12.18349,
 2010-Sep-23 00:00, , ,   256.53949,   12.13433,
 2010-Oct-03 00:00, , ,   256.57157,   12.08603,
 2010-Oct-13 00:00, , ,   256.61738,   12.04000,
 2010-Oct-23 00:00, , ,   256.67573,   11.99764,
 2010-Nov-02 00:00, , ,   256.74505,   11.96015,
 2010-Nov-12 00:00, , ,   256.82358,   11.92869,
 2010-Nov-22 00:00, , ,   256.90907,   11.90424,
 2010-Dec-02 00:00, , ,   256.99916,   11.88751,
 2010-Dec-12 00:00, , ,   257.09137,   11.87908,
 2010-Dec-22 00:00, , ,   257.18298,   11.87921,
 2011-Jan-01 00:00, , ,   257.27143,   11.88789,
 2011-Jan-11 00:00, , ,   257.35418,   11.90493,
 2011-Jan-21 00:00, , ,   257.42880,   11.92978,
 2011-Jan-31 00:00, , ,   257.49328,   11.96169,
 2011-Feb-10 00:00, , ,   257.54575,   11.99972,
 2011-Feb-20 00:00, , ,   257.58479,   12.04266,
 2011-Mar-02 00:00, , ,   257.60949,   12.08921,
 2011-Mar-12 00:00, , ,   257.61922,   12.13799,
 2011-Mar-22 00:00, , ,   257.61395,   12.18747,
 2011-Apr-01 00:00, , ,   257.59411,   12.23620,
 2011-Apr-11 00:00, , ,   257.56042,   12.28274,
 2011-Apr-21 00:00, , ,   257.51421,   12.32568,
 2011-May-01 00:00, , ,   257.45704,   12.36383,
 2011-May-11 00:00, , ,   257.39075,   12.39608,
 2011-May-21 00:00, , ,   257.31757,   12.42151,
 2011-May-31 00:00, , ,   257.23976,   12.43948,
 2011-Jun-10 00:00, , ,   257.15971,   12.44946,
 2011-Jun-20 00:00, , ,   257.07998,   12.45125,
 2011-Jun-30 00:00, , ,   257.00288,   12.44485,
 2011-Jul-10 00:00, , ,   256.93082,   12.43045,
 2011-Jul-20 00:00, , ,   256.86599,   12.40854,
 2011-Jul-30 00:00, , ,   256.81028,   12.37975,
 2011-Aug-09 00:00, , ,   256.76548,   12.34492,
 2011-Aug-19 00:00, , ,   256.73296,   12.30510,
 2011-Aug-29 00:00, , ,   256.71375,   12.26139,
 2011-Sep-08 00:00, , ,   256.70862,   12.21507,
 2011-Sep-18 00:00, , ,   256.71780,   12.16749,
 2011-Sep-28 00:00, , ,   256.74120,   12.11999,
 2011-Oct-08 00:00, , ,   256.77838,   12.07398,
 2011-Oct-18 00:00, , ,   256.82834,   12.03081,
 2011-Oct-28 00:00, , ,   256.88985,   11.99173,
 2011-Nov-07 00:00, , ,   256.96130,   11.95796,
 2011-Nov-17 00:00, , ,   257.04065,   11.93049,
 2011-Nov-27 00:00, , ,   257.12581,   11.91016,
 2011-Dec-07 00:00, , ,   257.21433,   11.89764,
 2011-Dec-17 00:00, , ,   257.30366,   11.89330,
 2011-Dec-27 00:00, , ,   257.39134,   11.89731,
 2012-Jan-06 00:00, , ,   257.47476,   11.90958,
 2012-Jan-16 00:00, , ,   257.55155,   11.92971,
 2012-Jan-26 00:00, , ,   257.61956,   11.95714,
 2012-Feb-05 00:00, , ,   257.67678,   11.99101,
 2012-Feb-15 00:00, , ,   257.72172,   12.03027,
 2012-Feb-25 00:00, , ,   257.75317,   12.07375,
 2012-Mar-06 00:00, , ,   257.77032,   12.12010,
 2012-Mar-16 00:00, , ,   257.77294,   12.16790,
 2012-Mar-26 00:00, , ,   257.76111,   12.21575,
 2012-Apr-05 00:00, , ,   257.73540,   12.26218,
 2012-Apr-15 00:00, , ,   257.69686,   12.30585,
 2012-Apr-25 00:00, , ,   257.64677,   12.34548,
 2012-May-05 00:00, , ,   257.58685,   12.37991,
 2012-May-15 00:00, , ,   257.51910,   12.40820,
 2012-May-25 00:00, , ,   257.44557,   12.42955,
 2012-Jun-04 00:00, , ,   257.36866,   12.44338,
 2012-Jun-14 00:00, , ,   257.29071,   12.44937,
 2012-Jun-24 00:00, , ,   257.21404,   12.44736,
 2012-Jul-04 00:00, , ,   257.14108,   12.43746,
 2012-Jul-14 00:00, , ,   257.07395,   12.42002,
 2012-Jul-24 00:00, , ,   257.01468,   12.39552,
 2012-Aug-03 00:00, , ,   256.96515,   12.36472,
 2012-Aug-13 00:00, , ,   256.92679,   12.32852,
 2012-Aug-23 00:00, , ,   256.90087,   12.28792,
 2012-Sep-02 00:00, , ,   256.88828,   12.24414,
 2012-Sep-12 00:00, , ,   256.88946,   12.19842,
 2012-Sep-22 00:00, , ,   256.90459,   12.15206,
 2012-Oct-02 00:00, , ,   256.93338,   12.10644,
 2012-Oct-12 00:00, , ,   256.97511,   12.06287,
